10000
(0.000000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.000000, 0.000000) 
(0.500000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.010000, 0.000000) 
(1.000000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.020000, 0.000000) 
(1.500000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.030000, 0.000000) 
(2.000000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.040000, 0.000000) 
(2.500000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.050000, 0.000000) 
(3.000000, 0.000000, 15.266366) (0.000000, 0.000000, 1.000000) (0.060000, 0.000000) 
(3.500000, 0.000000, 15.079114) (0.000000, 0.000000, 1.000000) (0.070000, 0.000000) 
(4.000000, 0.000000, 14.893881) (0.000000, 0.000000, 1.000000) (0.080000, 0.000000) 
(4.500000, 0.000000, 14.672281) (0.000000, 0.000000, 1.000000) (0.090000, 0.000000) 
(5.000000, 0.000000, 14.462242) (0.000000, 0.000000, 1.000000) (0.100000, 0.000000) 
(5.500000, 0.000000, 14.396461) (0.000000, 0.000000, 1.000000) (0.110000, 0.000000) 
(6.000000, 0.000000, 14.377404) (0.000000, 0.000000, 1.000000) (0.120000, 0.000000) 
(6.500000, 0.000000, 14.048192) (0.000000, 0.000000, 1.000000) (0.130000, 0.000000) 
(7.000000, 0.000000, 13.886198) (0.000000, 0.000000, 1.000000) (0.140000, 0.000000) 
(7.500000, 0.000000, 13.762323) (0.000000, 0.000000, 1.000000) (0.150000, 0.000000) 
(8.000000, 0.000000, 13.477376) (0.000000, 0.000000, 1.000000) (0.160000, 0.000000) 
(8.500000, 0.000000, 13.235308) (0.000000, 0.000000, 1.000000) (0.170000, 0.000000) 
(9.000000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.180000, 0.000000) 
(9.500000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.190000, 0.000000) 
(10.000000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.200000, 0.000000) 
(10.500000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.210000, 0.000000) 
(11.000000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.220000, 0.000000) 
(11.500000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.230000, 0.000000) 
(12.000000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.240000, 0.000000) 
(12.500000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.250000, 0.000000) 
(13.000000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.260000, 0.000000) 
(13.500000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.270000, 0.000000) 
(14.000000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.280000, 0.000000) 
(14.500000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.290000, 0.000000) 
(15.000000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.300000, 0.000000) 
(15.500000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.310000, 0.000000) 
(16.000000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.320000, 0.000000) 
(16.500000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.330000, 0.000000) 
(17.000000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.340000, 0.000000) 
(17.500000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.350000, 0.000000) 
(18.000000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.360000, 0.000000) 
(18.500000, 0.000000, 0.000000) (0.000000, 0.000000, 1.000000) (0.370000, 0.000000) 
